Microcuenca,Anio,Estado,Municipio,NomAgente,NomGenero,NomEspecie,NombreComun,AfectacionArborea,AfectacionRepoblado,Activo
SANTA MARIA MAGDALENA DE TAXICARINGA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,10,0,SI
SANTA MARIA MAGDALENA DE TAXICARINGA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,10,0,SI
SANTA MARIA MAGDALENA DE TAXICARINGA,2013,Durango,Mezquital,Muerdago,Phoradendron,sp.,muerdago,10,0,SI
MAIZ GORDO,2014,Durango,Mezquital,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
MAIZ GORDO,2014,Durango,Mezquital,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
MAIZ GORDO,2014,Durango,Mezquital,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
MAIZ GORDO,2014,Durango,Mezquital,Muerdago,Phoradendron,sp.,Muerdago,5,0,SI
12-049-01-016,2010,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,muerdago,5,0,SI
12-049-01-016,2010,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,muerdago,5,0,SI
12-049-01-016,2010,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,muerdago,5,0,SI
12-049-01-016,2010,Zacatecas,Valparaíso,Muérdago,Desconocido,sp.,muerdago,5,0,SI
MILPILLAS DE LA SIERRA,2012,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano negro.,20,0,NO
MILPILLAS DE LA SIERRA,2012,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano negro.,20,0,NO
MILPILLAS DE LA SIERRA,2012,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano negro.,20,0,NO
MILPILLAS DE LA SIERRA,2012,Zacatecas,Valparaíso,Barrenador,Desconocido,sp.,Gusano negro.,20,0,NO
LA LAGUNA,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA LAGUNA,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA LAGUNA,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LA LAGUNA,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LAS CAÑAS,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LAS CAÑAS,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LAS CAÑAS,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
LAS CAÑAS,2012,Nayarit,Huajicori,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
CHILAPA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
CHILAPA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
CHILAPA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
CHILAPA,2010,Durango,Mezquital,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
MIMBRES,2012,Zacatecas,Monte Escobedo,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
MIMBRES,2012,Zacatecas,Monte Escobedo,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
MIMBRES,2012,Zacatecas,Monte Escobedo,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
MIMBRES,2012,Zacatecas,Monte Escobedo,Muérdago,Phoradendron,sp.,Muérdago,5,0,SI
MAGISCATZIN,2011,Tamaulipas,El Mante,Muérdago,Desconocido,sp.,Muerdago,5,0,NO
MAGISCATZIN,2011,Tamaulipas,El Mante,Muérdago,Desconocido,sp.,Muerdago,5,0,NO
MAGISCATZIN,2011,Tamaulipas,El Mante,Muérdago,Desconocido,sp.,Muerdago,5,0,NO
MAGISCATZIN,2011,Tamaulipas,El Mante,Muérdago,Desconocido,sp.,Muerdago,5,0,NO
CHALIG?EY (NOGALITOS),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezador,70,15,SI
CHALIG?EY (NOGALITOS),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezador,70,15,SI
CHALIG?EY (NOGALITOS),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezador,70,15,SI
CHALIG?EY (NOGALITOS),2013,Zacatecas,Valparaíso,Descortezador,Desconocido,sp.,Descortezador,70,15,SI
SAN BLASITO,2011,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Azotador,10,5,SI
SAN BLASITO,2011,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Azotador,10,5,SI
SAN BLASITO,2011,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Azotador,10,5,SI
TANQUE BLANCO,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
TANQUE BLANCO,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
TANQUE BLANCO,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
TANQUE BLANCO,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Trozador,80,10,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Trozador,80,10,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Trozador,80,10,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Defoliador,Desconocido,sp.,Trozador,80,10,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Muérdago,Desconocido,sp.,Liria,15,0,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Muérdago,Desconocido,sp.,Liria,15,0,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Muérdago,Desconocido,sp.,Liria,15,0,SI
SAN BLASITO,2010,Nayarit,Acaponeta,Muérdago,Desconocido,sp.,Liria,15,0,SI
SAN BLASITO,2011,Nayarit,Acaponeta,Muérdago,Desconocido,sp.,Muerdago,15,0,SI
SAN BLASITO,2011,Nayarit,Acaponeta,Muérdago,Desconocido,sp.,Muerdago,15,0,SI
SAN BLASITO,2011,Nayarit,Acaponeta,Muérdago,Desconocido,sp.,Muerdago,15,0,SI
HUEJUQUILLA EL ALTO,2010,Jalisco,Huejuquilla el Alto,Defoliador,Desconocido,sp.,Comehoja,5,0,NO
HUEJUQUILLA EL ALTO,2010,Jalisco,Huejuquilla el Alto,Defoliador,Desconocido,sp.,Comehoja,5,0,NO
HUEJUQUILLA EL ALTO,2010,Jalisco,Huejuquilla el Alto,Defoliador,Desconocido,sp.,Comehoja,5,0,NO
HUEJUQUILLA EL ALTO,2010,Jalisco,Huejuquilla el Alto,Defoliador,Desconocido,sp.,Comehoja,5,0,NO
37-152-02-064,2011,San Luis Potosi,Armadillo de los Infante,Muérdago,Desconocido,sp.,Mata palo,5,0,SI
37-152-02-064,2011,San Luis Potosi,Armadillo de los Infante,Muérdago,Desconocido,sp.,Mata palo,5,0,SI
37-152-02-064,2011,San Luis Potosi,Armadillo de los Infante,Muérdago,Desconocido,sp.,Mata palo,5,0,SI
37-152-02-064,2011,San Luis Potosi,Armadillo de los Infante,Muérdago,Desconocido,sp.,Mata palo,5,0,SI
AGUA DE RAMON,2014,San Luis Potosi,Ciudad del Maiz,Defoliador,Desconocido,sp.,Defoliador,50,15,NO
AGUA DE RAMON,2014,San Luis Potosi,Ciudad del Maiz,Defoliador,Desconocido,sp.,Defoliador,50,15,NO
AGUA DE RAMON,2014,San Luis Potosi,Ciudad del Maiz,Defoliador,Desconocido,sp.,Defoliador,50,15,NO
AGUA DE RAMON,2014,San Luis Potosi,Ciudad del Maiz,Defoliador,Desconocido,sp.,Defoliador,50,15,NO
AGUA DE RAMON,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Phoradendron,sp.,Muerdago,20,20,SI
AGUA DE RAMON,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Phoradendron,sp.,Muerdago,20,20,SI
AGUA DE RAMON,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Phoradendron,sp.,Muerdago,20,20,SI
AGUA DE RAMON,2013,San Luis Potosi,Ciudad del Maiz,Muerdago,Phoradendron,sp.,Muerdago,20,20,SI
POTRERO DE GALLEGOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
POTRERO DE GALLEGOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
POTRERO DE GALLEGOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
POTRERO DE GALLEGOS,2012,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
POTRERO DE GALLEGOS,2013,Jalisco,Mezquitic,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
POTRERO DE GALLEGOS,2013,Jalisco,Mezquitic,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
POTRERO DE GALLEGOS,2013,Jalisco,Mezquitic,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
POTRERO DE GALLEGOS,2013,Jalisco,Mezquitic,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Barrenador,Desconocido,sp.,Barrenador,3,0,NO
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Barrenador,Desconocido,sp.,Barrenador,3,0,NO
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Barrenador,Desconocido,sp.,Barrenador,3,0,NO
POTRERO DE NAVARRETE,2011,Zacatecas,Monte Escobedo,Barrenador,Desconocido,sp.,Barrenador,3,0,NO
CERRO COLORADO,2013,Jalisco,Mezquitic,Muerdago,Desconocido,sp.,Injerto,10,0,SI
CERRO COLORADO,2013,Jalisco,Mezquitic,Muerdago,Desconocido,sp.,Injerto,10,0,SI
CERRO COLORADO,2013,Jalisco,Mezquitic,Muerdago,Desconocido,sp.,Injerto,10,0,SI
CERRO COLORADO,2013,Jalisco,Mezquitic,Muerdago,Desconocido,sp.,Injerto,10,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Muérdago,Desconocido,sp.,Muérdago enano,10,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Muérdago,Desconocido,sp.,Muérdago enano,10,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Muérdago,Desconocido,sp.,Muérdago enano,10,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Muérdago,Desconocido,sp.,Muérdago enano,10,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Descortezador,Desconocido,sp.,Desconocido,30,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Descortezador,Desconocido,sp.,Desconocido,30,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Descortezador,Desconocido,sp.,Desconocido,30,0,SI
MONTAÑA,2010,San Luis Potosi,San Nicolas Tolentino,Descortezador,Desconocido,sp.,Desconocido,30,0,SI
TECUALA,2011,Nayarit,Santiago Ixcuintla,Descortezador,Dendroctonus,sp.,Comején,50,0,SI
TECUALA,2011,Nayarit,Santiago Ixcuintla,Descortezador,Dendroctonus,sp.,Comején,50,0,SI
TECUALA,2011,Nayarit,Santiago Ixcuintla,Descortezador,Dendroctonus,sp.,Comején,50,0,SI
LOS ARENALES,2010,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,injerto,5,0,SI
LOS ARENALES,2010,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,injerto,5,0,SI
LOS ARENALES,2010,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,injerto,5,0,SI
LOS ARENALES,2010,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,injerto,5,0,SI
BANCOS DE CALITIQUE,2012,Jalisco,Mezquitic,Muérdago,Psittacanthus,sp.,Muérdago,5,0,SI
BANCOS DE CALITIQUE,2012,Jalisco,Mezquitic,Muérdago,Psittacanthus,sp.,Muérdago,5,0,SI
BANCOS DE CALITIQUE,2012,Jalisco,Mezquitic,Muérdago,Psittacanthus,sp.,Muérdago,5,0,SI
PUNTA SAM,2010,Yucatan,Tizimin,Defoliador,Desconocido,sp.,defoliador,10,5,SI
PUNTA SAM,2010,Yucatan,Tizimin,Defoliador,Desconocido,sp.,defoliador,10,5,SI
PUNTA SAM,2010,Yucatan,Tizimin,Defoliador,Desconocido,sp.,defoliador,10,5,SI
PUNTA SAM,2010,Yucatan,Tizimin,Defoliador,Desconocido,sp.,defoliador,10,5,SI
SANTA LUCIA DE LA SIERRA,2010,Jalisco,Mezquitic,Defoliador,Desconocido,sp.,Defoliador,15,5,NO
SANTA LUCIA DE LA SIERRA,2010,Jalisco,Mezquitic,Defoliador,Desconocido,sp.,Defoliador,15,5,NO
SANTA LUCIA DE LA SIERRA,2010,Jalisco,Mezquitic,Defoliador,Desconocido,sp.,Defoliador,15,5,NO
SANTA LUCIA DE LA SIERRA,2010,Jalisco,Mezquitic,Defoliador,Desconocido,sp.,Defoliador,15,5,NO
MEZQUITIC,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
MEZQUITIC,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
MEZQUITIC,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
MEZQUITIC,2011,Jalisco,Mezquitic,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
Concordia,2011,San Luis Potosi,Zaragoza,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
Concordia,2011,San Luis Potosi,Zaragoza,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
Concordia,2011,San Luis Potosi,Zaragoza,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
Concordia,2011,San Luis Potosi,Zaragoza,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
TLALCOSAHUA,2011,Zacatecas,El Plateado de Joaquin Amaro,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
TLALCOSAHUA,2011,Zacatecas,El Plateado de Joaquin Amaro,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
TLALCOSAHUA,2011,Zacatecas,El Plateado de Joaquin Amaro,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
TLALCOSAHUA,2011,Zacatecas,El Plateado de Joaquin Amaro,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Defoliador,Desconocido,sp.,Defoliador,7,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Defoliador,Desconocido,sp.,Defoliador,7,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Defoliador,Desconocido,sp.,Defoliador,7,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Defoliador,Desconocido,sp.,Defoliador,7,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Mata palo,3,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Mata palo,3,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Mata palo,3,0,SI
EL DURAZNILLO,2010,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Mata palo,3,0,SI
EL DURAZNILLO,2011,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Muérdago.,30,0,SI
EL DURAZNILLO,2011,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Muérdago.,30,0,SI
EL DURAZNILLO,2011,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Muérdago.,30,0,SI
EL DURAZNILLO,2011,Jalisco,Bolaños,Muérdago,Desconocido,sp.,Muérdago.,30,0,SI
Guaxcama - Buena Vis,2012,San Luis Potosi,Santa Maria del Rio,Muérdago,Phoradendron,sp.,matapalos,20,0,SI
Guaxcama - Buena Vis,2012,San Luis Potosi,Santa Maria del Rio,Muérdago,Phoradendron,sp.,matapalos,20,0,SI
Guaxcama - Buena Vis,2012,San Luis Potosi,Santa Maria del Rio,Muérdago,Phoradendron,sp.,matapalos,20,0,SI
Guaxcama - Buena Vis,2012,San Luis Potosi,Santa Maria del Rio,Muérdago,Phoradendron,sp.,matapalos,20,0,SI
COLONIA LAGUNILLAS,2013,San Luis Potosi,Rayon,Muerdago,Desconocido,sp.,muerdago,5,0,SI
COLONIA LAGUNILLAS,2013,San Luis Potosi,Rayon,Muerdago,Desconocido,sp.,muerdago,5,0,SI
COLONIA LAGUNILLAS,2013,San Luis Potosi,Rayon,Muerdago,Desconocido,sp.,muerdago,5,0,SI
COLONIA LAGUNILLAS,2013,San Luis Potosi,Rayon,Muerdago,Desconocido,sp.,muerdago,5,0,SI
IGNACIO ZARAGOZA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Insecto,5,0,NO
IGNACIO ZARAGOZA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Insecto,5,0,NO
IGNACIO ZARAGOZA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Insecto,5,0,NO
IGNACIO ZARAGOZA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Insecto,5,0,NO
POTRERITOS DE LOS LLANOS,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
POTRERITOS DE LOS LLANOS,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
POTRERITOS DE LOS LLANOS,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
POTRERITOS DE LOS LLANOS,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
EL CUYO,2011,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
EL CUYO,2011,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
EL CUYO,2011,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
EL CUYO,2011,Quintana Roo,Lazaro Cárdenas,Muérdago,Desconocido,sp.,Muerdago,5,0,SI
ALAQUINES,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,20,0,SI
ALAQUINES,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,20,0,SI
ALAQUINES,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,20,0,SI
ALAQUINES,2013,San Luis Potosi,Tamasopo,Muerdago,Desconocido,sp.,Muerdago,20,0,SI
GAVILANES,2012,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
GAVILANES,2012,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
GAVILANES,2012,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
GAVILANES,2012,Nayarit,Del Nayar,Muérdago,Desconocido,sp.,Muérdago,10,0,SI
TECHALOTITA,2011,Nayarit,La Yesca,Defoliador,Desconocido,sp.,Defoliador,70,70,NO
TECHALOTITA,2011,Nayarit,La Yesca,Defoliador,Desconocido,sp.,Defoliador,70,70,NO
TECHALOTITA,2011,Nayarit,La Yesca,Defoliador,Desconocido,sp.,Defoliador,70,70,NO
TECHALOTITA,2011,Nayarit,La Yesca,Defoliador,Desconocido,sp.,Defoliador,70,70,NO
SAN LUIS DE CUSTIQUE,2012,Aguascalientes,Calvillo,Defoliador,Desconocido,sp.,Defoliador,20,15,SI
SAN LUIS DE CUSTIQUE,2012,Aguascalientes,Calvillo,Defoliador,Desconocido,sp.,Defoliador,20,15,SI
SAN LUIS DE CUSTIQUE,2012,Aguascalientes,Calvillo,Defoliador,Desconocido,sp.,Defoliador,20,15,SI
SAN LUIS DE CUSTIQUE,2012,Aguascalientes,Calvillo,Defoliador,Desconocido,sp.,Defoliador,20,15,SI
LA NORIA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
LA NORIA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
LA NORIA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
LA NORIA,2010,San Luis Potosi,Tamasopo,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
DAMIAN CARMONA,2012,San Luis Potosi,Santa Catarina,Muérdago,Desconocido,sp.,ingerto,50,0,SI
DAMIAN CARMONA,2012,San Luis Potosi,Santa Catarina,Muérdago,Desconocido,sp.,ingerto,50,0,SI
DAMIAN CARMONA,2012,San Luis Potosi,Santa Catarina,Muérdago,Desconocido,sp.,ingerto,50,0,SI
DAMIAN CARMONA,2012,San Luis Potosi,Santa Catarina,Muérdago,Desconocido,sp.,ingerto,50,0,SI
SAN LORENZO DE ATZQUELTAN,2012,Jalisco,Chimaltitan,Muérdago,Phoradendron,sp.,muerdago,5,0,SI
SAN LORENZO DE ATZQUELTAN,2012,Jalisco,Chimaltitan,Muérdago,Phoradendron,sp.,muerdago,5,0,SI
SAN LORENZO DE ATZQUELTAN,2012,Jalisco,Chimaltitan,Muérdago,Phoradendron,sp.,muerdago,5,0,SI
SAN LORENZO DE ATZQUELTAN,2012,Jalisco,Chimaltitan,Muérdago,Phoradendron,sp.,muerdago,5,0,SI
PATAHUAC,2013,Jalisco,Chimaltitan,Muerdago,Desconocido,sp.,Injerto,5,0,SI
PATAHUAC,2013,Jalisco,Chimaltitan,Muerdago,Desconocido,sp.,Injerto,5,0,SI
PATAHUAC,2013,Jalisco,Chimaltitan,Muerdago,Desconocido,sp.,Injerto,5,0,SI
PATAHUAC,2013,Jalisco,Chimaltitan,Muerdago,Desconocido,sp.,Injerto,5,0,SI
Milpitas,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
Milpitas,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
Milpitas,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
Milpitas,2013,San Luis Potosi,Rioverde,Muerdago,Desconocido,sp.,Muerdago,3,0,SI
GUADALUPE OCOTAN,2012,Nayarit,Del Nayar,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
GUADALUPE OCOTAN,2012,Nayarit,Del Nayar,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
GUADALUPE OCOTAN,2012,Nayarit,Del Nayar,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
GUADALUPE OCOTAN,2012,Nayarit,Del Nayar,Barrenador,Desconocido,sp.,Barrenador,5,0,SI
GUADALUPE OCOTAN,2013,Nayarit,La Yesca,Defoliador,Desconocido,sp.,barrenador,40,30,NO
GUADALUPE OCOTAN,2013,Nayarit,La Yesca,Defoliador,Desconocido,sp.,barrenador,40,30,NO
GUADALUPE OCOTAN,2013,Nayarit,La Yesca,Defoliador,Desconocido,sp.,barrenador,40,30,NO
GUADALUPE OCOTAN,2013,Nayarit,La Yesca,Defoliador,Desconocido,sp.,barrenador,40,30,NO
Santa Rita,2011,San Luis Potosi,San Ciro de Acosta,Barrenador,Desconocido,sp.,Barrenador,20,0,NO
Santa Rita,2011,San Luis Potosi,San Ciro de Acosta,Barrenador,Desconocido,sp.,Barrenador,20,0,NO
Santa Rita,2011,San Luis Potosi,San Ciro de Acosta,Barrenador,Desconocido,sp.,Barrenador,20,0,NO
Santa Rita,2011,San Luis Potosi,San Ciro de Acosta,Barrenador,Desconocido,sp.,Barrenador,20,0,NO
RIO LAGARTOS,2010,Yucatan,Calotmul,Descortezador,Desconocido,sp.,Descortezador,1,0,SI
RIO LAGARTOS,2010,Yucatan,Calotmul,Descortezador,Desconocido,sp.,Descortezador,1,0,SI
RIO LAGARTOS,2010,Yucatan,Calotmul,Descortezador,Desconocido,sp.,Descortezador,1,0,SI
RIO LAGARTOS,2010,Yucatan,Calotmul,Descortezador,Desconocido,sp.,Descortezador,1,0,SI
EL DURAZNO,2012,Zacatecas,Jalpa,Muérdago,Phoradendron,sp.,Muérdago,2,0,SI
EL DURAZNO,2012,Zacatecas,Jalpa,Muérdago,Phoradendron,sp.,Muérdago,2,0,SI
EL DURAZNO,2012,Zacatecas,Jalpa,Muérdago,Phoradendron,sp.,Muérdago,2,0,SI
EL DURAZNO,2012,Zacatecas,Jalpa,Muérdago,Phoradendron,sp.,Muérdago,2,0,SI
Carranco,2013,Guanajuato,San Felipe,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
Carranco,2013,Guanajuato,San Felipe,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
Carranco,2013,Guanajuato,San Felipe,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
Carranco,2013,Guanajuato,San Felipe,Descortezador,Desconocido,sp.,Descortezador,10,0,SI
MOMAX,2011,Zacatecas,Jalpa,Barrenador,Desconocido,sp.,Desconocido,10,0,NO
MOMAX,2011,Zacatecas,Jalpa,Barrenador,Desconocido,sp.,Desconocido,10,0,NO
MOMAX,2011,Zacatecas,Jalpa,Barrenador,Desconocido,sp.,Desconocido,10,0,NO
MOMAX,2011,Zacatecas,Jalpa,Barrenador,Desconocido,sp.,Desconocido,10,0,NO
BATALLON,2011,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
BATALLON,2011,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
BATALLON,2011,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
BATALLON,2011,Nayarit,La Yesca,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
El Terrero del Refugio,2011,Zacatecas,Nochistlan de Mejía,Muérdago,Desconocido,sp.,Muerdago,10,0,SI
El Terrero del Refugio,2011,Zacatecas,Nochistlan de Mejía,Muérdago,Desconocido,sp.,Muerdago,10,0,SI
El Terrero del Refugio,2011,Zacatecas,Nochistlan de Mejía,Muérdago,Desconocido,sp.,Muerdago,10,0,SI
El Terrero del Refugio,2011,Zacatecas,Nochistlan de Mejía,Muérdago,Desconocido,sp.,Muerdago,10,0,SI
CUESTA BLANCA,2012,Querétaro,Jalpan de Serra,Muérdago,Desconocido,sp.,seca palo,10,0,SI
CUESTA BLANCA,2012,Querétaro,Jalpan de Serra,Muérdago,Desconocido,sp.,seca palo,10,0,SI
CUESTA BLANCA,2012,Querétaro,Jalpan de Serra,Muérdago,Desconocido,sp.,seca palo,10,0,SI
CUESTA BLANCA,2012,Querétaro,Jalpan de Serra,Muérdago,Desconocido,sp.,seca palo,10,0,SI
CUESTA BLANCA,2013,Querétaro,Landa de Matamoros,Muerdago,Psittacanthus,sp.,Muerdago,10,0,SI
