Microcuenca,Anio,Estado,Municipio,NomAgente,NomGenero,NomEspecie,NombreComun,AfectacionArborea,AfectacionRepoblado,Activo
NUEVA ROSITA,2011,Campeche,Candelaria,Defoliador,Desconocido,sp.,Defoliador,60,0,NO
NUEVA ROSITA,2011,Campeche,Candelaria,Defoliador,Desconocido,sp.,Defoliador,60,0,NO
NUEVA ROSITA,2011,Campeche,Candelaria,Defoliador,Desconocido,sp.,Defoliador,60,0,NO
NUEVA ROSITA,2011,Campeche,Candelaria,Defoliador,Desconocido,sp.,Defoliador,60,0,NO
CUATIZATLAN,2013,Puebla,Cohetzala,Defoliador,Desconocido,sp.,Gusano,15,5,SI
CUATIZATLAN,2013,Puebla,Cohetzala,Defoliador,Desconocido,sp.,Gusano,15,5,SI
CUATIZATLAN,2013,Puebla,Cohetzala,Defoliador,Desconocido,sp.,Gusano,15,5,SI
CUATIZATLAN,2013,Puebla,Cohetzala,Defoliador,Desconocido,sp.,Gusano,15,5,SI
PAJAPAN,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
PAJAPAN,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
PAJAPAN,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
PAJAPAN,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
LOS AMATES,2012,Puebla,Xicotlan,Defoliador,Desconocido,sp.,Insecto,15,0,NO
LOS AMATES,2012,Puebla,Xicotlan,Defoliador,Desconocido,sp.,Insecto,15,0,NO
LOS AMATES,2012,Puebla,Xicotlan,Defoliador,Desconocido,sp.,Insecto,15,0,NO
LOS AMATES,2012,Puebla,Xicotlan,Defoliador,Desconocido,sp.,Insecto,15,0,NO
CORRAL DE TIERRA (CORRALERAS),2014,Guerrero,Coahuayutla de Jose Maria,Descortezador,Desconocido,sp.,Punta de clavo,10,0,SI
CORRAL DE TIERRA (CORRALERAS),2014,Guerrero,Coahuayutla de Jose Maria,Descortezador,Desconocido,sp.,Punta de clavo,10,0,SI
CORRAL DE TIERRA (CORRALERAS),2014,Guerrero,Coahuayutla de Jose Maria,Descortezador,Desconocido,sp.,Punta de clavo,10,0,SI
CORRAL DE TIERRA (CORRALERAS),2014,Guerrero,Coahuayutla de Jose Maria,Descortezador,Desconocido,sp.,Punta de clavo,10,0,SI
TELOLOAPAN,2013,Guerrero,Apaxtla,Defoliador,Desconocido,sp.,Gusano,95,5,NO
TELOLOAPAN,2013,Guerrero,Apaxtla,Defoliador,Desconocido,sp.,Gusano,95,5,NO
TELOLOAPAN,2013,Guerrero,Apaxtla,Defoliador,Desconocido,sp.,Gusano,95,5,NO
TELOLOAPAN,2013,Guerrero,Apaxtla,Defoliador,Desconocido,sp.,Gusano,95,5,NO
EL PLATANAR (SAN JOSE EL PLATANAR),2013,Guerrero,Olinalá,Defoliador,Desconocido,sp.,Medidor,5,0,NO
EL PLATANAR (SAN JOSE EL PLATANAR),2013,Guerrero,Olinalá,Defoliador,Desconocido,sp.,Medidor,5,0,NO
EL PLATANAR (SAN JOSE EL PLATANAR),2013,Guerrero,Olinalá,Defoliador,Desconocido,sp.,Medidor,5,0,NO
EL PLATANAR (SAN JOSE EL PLATANAR),2013,Guerrero,Olinalá,Defoliador,Desconocido,sp.,Medidor,5,0,NO
LAS CHOAPAS,2010,Veracruz de Ignacio de la Llave,Minatitlan,Defoliador,Desconocido,sp.,Gusano peludo,20,5,NO
LAS CHOAPAS,2010,Veracruz de Ignacio de la Llave,Minatitlan,Defoliador,Desconocido,sp.,Gusano peludo,20,5,NO
LAS CHOAPAS,2010,Veracruz de Ignacio de la Llave,Minatitlan,Defoliador,Desconocido,sp.,Gusano peludo,20,5,NO
LAS CHOAPAS,2010,Veracruz de Ignacio de la Llave,Minatitlan,Defoliador,Desconocido,sp.,Gusano peludo,20,5,NO
SAN JOSE TILAPA,2012,Oaxaca,San Miguel Tequixtepec,Defoliador,Desconocido,sp.,Desconocido,15,0,NO
SAN JOSE TILAPA,2012,Oaxaca,San Miguel Tequixtepec,Defoliador,Desconocido,sp.,Desconocido,15,0,NO
SAN JOSE TILAPA,2012,Oaxaca,San Miguel Tequixtepec,Defoliador,Desconocido,sp.,Desconocido,15,0,NO
SAN JOSE TILAPA,2012,Oaxaca,San Miguel Tequixtepec,Defoliador,Desconocido,sp.,Desconocido,15,0,NO
MIXQUITLIXCO,2010,Oaxaca,Mariscala de Juarez,Defoliador,Desconocido,sp.,Defoliador,10,5,SI
MIXQUITLIXCO,2010,Oaxaca,Mariscala de Juarez,Defoliador,Desconocido,sp.,Defoliador,10,5,SI
MIXQUITLIXCO,2010,Oaxaca,Mariscala de Juarez,Defoliador,Desconocido,sp.,Defoliador,10,5,SI
MIXQUITLIXCO,2010,Oaxaca,Mariscala de Juarez,Defoliador,Desconocido,sp.,Defoliador,10,5,SI
EL MANGUITO,2012,Guerrero,Jose Azueta,Defoliador,Desconocido,sp.,Insecto masticador,8,1,NO
EL MANGUITO,2012,Guerrero,Jose Azueta,Defoliador,Desconocido,sp.,Insecto masticador,8,1,NO
EL MANGUITO,2012,Guerrero,Jose Azueta,Defoliador,Desconocido,sp.,Insecto masticador,8,1,NO
EL MANGUITO,2012,Guerrero,Jose Azueta,Defoliador,Desconocido,sp.,Insecto masticador,8,1,NO
EL ESCONDIDO (VALLE EL ESCONDIDO),2013,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Gusano,10,0,SI
EL ESCONDIDO (VALLE EL ESCONDIDO),2013,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Gusano,10,0,SI
EL ESCONDIDO (VALLE EL ESCONDIDO),2013,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Gusano,10,0,SI
EL ESCONDIDO (VALLE EL ESCONDIDO),2013,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Gusano,10,0,SI
APAXTLA DE CASTREJON,2010,Guerrero,San Miguel Totolapan,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
APAXTLA DE CASTREJON,2010,Guerrero,San Miguel Totolapan,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
APAXTLA DE CASTREJON,2010,Guerrero,San Miguel Totolapan,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
APAXTLA DE CASTREJON,2010,Guerrero,San Miguel Totolapan,Muérdago,Desconocido,sp.,Muérdago,5,0,SI
SAN MIGUEL TULAPA,2011,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Defoliador,40,0,NO
SAN MIGUEL TULAPA,2011,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Defoliador,40,0,NO
SAN MIGUEL TULAPA,2011,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Defoliador,40,0,NO
SAN MIGUEL TULAPA,2011,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Defoliador,40,0,NO
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Descortezador,Dendroctonus,sp.,Gusano,10,0,SI
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Descortezador,Dendroctonus,sp.,Gusano,10,0,SI
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Descortezador,Dendroctonus,sp.,Gusano,10,0,SI
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Descortezador,Dendroctonus,sp.,Gusano,10,0,SI
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Insecto,65,5,SI
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Insecto,65,5,SI
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Insecto,65,5,SI
SAN PABLO AMICANO,2013,Oaxaca,San Miguel Amatitlan,Defoliador,Desconocido,sp.,Insecto,65,5,SI
HUAUTEPEC,2013,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Defoliador,30,0,NO
HUAUTEPEC,2013,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Defoliador,30,0,NO
HUAUTEPEC,2013,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Defoliador,30,0,NO
HUAUTEPEC,2013,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Defoliador,30,0,NO
SAN PEDRO ATZUMBA,2013,Oaxaca,San Pedro Nopala,Defoliador,Desconocido,sp.,Gusano,25,10,SI
SAN PEDRO ATZUMBA,2013,Oaxaca,San Pedro Nopala,Defoliador,Desconocido,sp.,Gusano,25,10,SI
SAN PEDRO ATZUMBA,2013,Oaxaca,San Pedro Nopala,Defoliador,Desconocido,sp.,Gusano,25,10,SI
SAN PEDRO ATZUMBA,2013,Oaxaca,San Pedro Nopala,Defoliador,Desconocido,sp.,Gusano,25,10,SI
SAN BARTOLOME AYAUTLA,2012,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Desconocido,20,0,SI
SAN BARTOLOME AYAUTLA,2012,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Desconocido,20,0,SI
SAN BARTOLOME AYAUTLA,2012,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Desconocido,20,0,SI
SAN BARTOLOME AYAUTLA,2012,Oaxaca,San Juan Tepeuxila,Defoliador,Desconocido,sp.,Desconocido,20,0,SI
COYOL (EL COYOL),2014,Guerrero,Ajuchitlan del Progreso,Defoliador,Desconocido,sp.,come hojas,25,5,NO
COYOL (EL COYOL),2014,Guerrero,Ajuchitlan del Progreso,Defoliador,Desconocido,sp.,come hojas,25,5,NO
COYOL (EL COYOL),2014,Guerrero,Ajuchitlan del Progreso,Defoliador,Desconocido,sp.,come hojas,25,5,NO
COYOL (EL COYOL),2014,Guerrero,Ajuchitlan del Progreso,Defoliador,Desconocido,sp.,come hojas,25,5,NO
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Defoliador,Desconocido,sp.,Desconocido,69,15,SI
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Defoliador,Desconocido,sp.,Desconocido,69,15,SI
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Defoliador,Desconocido,sp.,Desconocido,69,15,SI
CHILA DE LA SAL,2012,Guerrero,Huamuxtitlan,Defoliador,Desconocido,sp.,Desconocido,69,15,SI
PARAISO,2010,Chiapas,Palenque,Barrenador,Desconocido,sp.,Desconocido,5,0,SI
PARAISO,2010,Chiapas,Palenque,Barrenador,Desconocido,sp.,Desconocido,5,0,SI
PARAISO,2010,Chiapas,Palenque,Barrenador,Desconocido,sp.,Desconocido,5,0,SI
PARAISO,2010,Chiapas,Palenque,Barrenador,Desconocido,sp.,Desconocido,5,0,SI
PARAISO,2010,Chiapas,Palenque,Descortezador,Desconocido,sp.,Desconocido,3,0,SI
PARAISO,2010,Chiapas,Palenque,Descortezador,Desconocido,sp.,Desconocido,3,0,SI
PARAISO,2010,Chiapas,Palenque,Descortezador,Desconocido,sp.,Desconocido,3,0,SI
PARAISO,2010,Chiapas,Palenque,Descortezador,Desconocido,sp.,Desconocido,3,0,SI
XOCHITEPEC,2013,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Gusano,15,0,SI
XOCHITEPEC,2013,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Gusano,15,0,SI
XOCHITEPEC,2013,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Gusano,15,0,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Insecto,55,15,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Insecto,55,15,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Injerto,20,5,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Injerto,20,5,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Injerto,20,5,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Injerto,20,5,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Insecto,55,15,SI
CHIQUIHUITLAN DE BENITO JUAREZ,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Insecto,55,15,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Muérdago,15,0,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Muérdago,15,0,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Muérdago,15,0,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Muerdago,Desconocido,sp.,Muérdago,15,0,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Gusano,20,5,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Gusano,20,5,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Gusano,20,5,SI
SAN FRANCISCO CHAPULAPA,2014,Oaxaca,San Juan Bautista Atatlahuca,Defoliador,Desconocido,sp.,Gusano,20,5,SI
MESA DE CORRALES,2012,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Gusano,30,0,SI
MESA DE CORRALES,2012,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Gusano,30,0,SI
MESA DE CORRALES,2012,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Gusano,30,0,SI
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Defoliador,Desconocido,sp.,Desconocido,10,0,NO
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
XOCHIHUEHUETLAN,2012,Guerrero,Tlalixtaquilla de Maldonado,Muérdago,Phoradendron,sp.,Desconocido,10,0,SI
LA MINA,2010,Oaxaca,Santiago Camotlan,Defoliador,Desconocido,sp.,Defoliador,50,50,SI
LA MINA,2010,Oaxaca,Santiago Camotlan,Defoliador,Desconocido,sp.,Defoliador,50,50,SI
LA MINA,2010,Oaxaca,Santiago Camotlan,Defoliador,Desconocido,sp.,Defoliador,50,50,SI
LA MINA,2010,Oaxaca,Santiago Camotlan,Defoliador,Desconocido,sp.,Defoliador,50,50,SI
SAN MIGUELITO,2012,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Desconocido,0,8,NO
SAN MIGUELITO,2012,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Desconocido,0,8,NO
SAN MIGUELITO,2012,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Desconocido,0,8,NO
SAN MIGUELITO,2012,Guerrero,San Miguel Totolapan,Defoliador,Desconocido,sp.,Desconocido,0,8,NO
AGUA FRIA PIEDRA DEL SOL,2014,Oaxaca,San Juan Lalana,Defoliador,Desconocido,sp.,Gusano,10,5,NO
AGUA FRIA PIEDRA DEL SOL,2014,Oaxaca,San Juan Lalana,Defoliador,Desconocido,sp.,Gusano,10,5,NO
AGUA FRIA PIEDRA DEL SOL,2014,Oaxaca,San Juan Lalana,Defoliador,Desconocido,sp.,Gusano,10,5,NO
AGUA FRIA PIEDRA DEL SOL,2014,Oaxaca,San Juan Lalana,Defoliador,Desconocido,sp.,Gusano,10,5,NO
MARISCALA DE JUAREZ,2013,Oaxaca,Ixpantepec Nieves,Muerdago,Desconocido,sp.,Muérdago,0,15,SI
MARISCALA DE JUAREZ,2013,Oaxaca,Ixpantepec Nieves,Muerdago,Desconocido,sp.,Muérdago,0,15,SI
MARISCALA DE JUAREZ,2013,Oaxaca,Ixpantepec Nieves,Muerdago,Desconocido,sp.,Muérdago,0,15,SI
MARISCALA DE JUAREZ,2013,Oaxaca,Ixpantepec Nieves,Muerdago,Desconocido,sp.,Muérdago,0,15,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Defoliador,Desconocido,sp.,Desconocido,20,5,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Defoliador,Desconocido,sp.,Desconocido,20,5,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Defoliador,Desconocido,sp.,Desconocido,20,5,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Defoliador,Desconocido,sp.,Desconocido,20,5,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Muérdago,Struthanthus,sp.,Desconocido,15,0,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Muérdago,Struthanthus,sp.,Desconocido,15,0,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Muérdago,Struthanthus,sp.,Desconocido,15,0,SI
SAN PEDRO JOCOTIPAC,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Muérdago,Struthanthus,sp.,Desconocido,15,0,SI
SAN PEDRO CUYALTEPEC,2011,Oaxaca,Santiago Nacaltepec,Muérdago,Desconocido,sp.,Muérdago,40,0,SI
SAN PEDRO CUYALTEPEC,2011,Oaxaca,Santiago Nacaltepec,Muérdago,Desconocido,sp.,Muérdago,40,0,SI
SAN PEDRO CUYALTEPEC,2011,Oaxaca,Santiago Nacaltepec,Muérdago,Desconocido,sp.,Muérdago,40,0,SI
SAN PEDRO CUYALTEPEC,2011,Oaxaca,Santiago Nacaltepec,Muérdago,Desconocido,sp.,Muérdago,40,0,SI
XOCHIAPA,2010,Oaxaca,San Juan Petlapa,Defoliador,Desconocido,sp.,Defoliador,30,50,SI
XOCHIAPA,2010,Oaxaca,San Juan Petlapa,Defoliador,Desconocido,sp.,Defoliador,30,50,SI
XOCHIAPA,2010,Oaxaca,San Juan Petlapa,Defoliador,Desconocido,sp.,Defoliador,30,50,SI
LA MESA (LAS MESAS),2014,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Defoliador,20,5,SI
LA MESA (LAS MESAS),2014,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Defoliador,20,5,SI
LA MESA (LAS MESAS),2014,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Defoliador,20,5,SI
LA MESA (LAS MESAS),2014,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Defoliador,20,5,SI
SAN MIGUEL PAPALUTLA,2013,Oaxaca,Silacayoápam,Defoliador,Desconocido,sp.,Gusano,10,0,SI
SAN MIGUEL PAPALUTLA,2013,Oaxaca,Silacayoápam,Defoliador,Desconocido,sp.,Gusano,10,0,SI
SAN MIGUEL PAPALUTLA,2013,Oaxaca,Silacayoápam,Defoliador,Desconocido,sp.,Gusano,10,0,SI
SAN MIGUEL PAPALUTLA,2013,Oaxaca,Silacayoápam,Defoliador,Desconocido,sp.,Gusano,10,0,SI
ARROYO CAL,2010,Oaxaca,San Juan Yatzona,Defoliador,Desconocido,sp.,Gusano,50,20,SI
ARROYO CAL,2010,Oaxaca,San Juan Yatzona,Defoliador,Desconocido,sp.,Gusano,50,20,SI
ARROYO CAL,2010,Oaxaca,San Juan Yatzona,Defoliador,Desconocido,sp.,Gusano,50,20,SI
ARROYO CAL,2010,Oaxaca,San Juan Yatzona,Defoliador,Desconocido,sp.,Gusano,50,20,SI
LA LAJITA,2013,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Insecto,15,0,NO
LA LAJITA,2013,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Insecto,15,0,NO
LA LAJITA,2013,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Insecto,15,0,NO
LA LAJITA,2013,Guerrero,Tecpan de Galeana,Defoliador,Desconocido,sp.,Insecto,15,0,NO
HUITZILTEPEC,2014,Guerrero,Chilpancingo de los Bravo,Descortezador,Desconocido,sp.,Descortezador,5,0,NO
HUITZILTEPEC,2014,Guerrero,Chilpancingo de los Bravo,Descortezador,Desconocido,sp.,Descortezador,5,0,NO
HUITZILTEPEC,2014,Guerrero,Chilpancingo de los Bravo,Descortezador,Desconocido,sp.,Descortezador,5,0,NO
HUITZILTEPEC,2014,Guerrero,Chilpancingo de los Bravo,Descortezador,Desconocido,sp.,Descortezador,5,0,NO
SAN MIGUEL HUAUTLA,2012,Oaxaca,Magdalena Yodocono de Porfir,Defoliador,Desconocido,sp.,Desconocido,55,10,SI
SAN MIGUEL HUAUTLA,2012,Oaxaca,Magdalena Yodocono de Porfir,Defoliador,Desconocido,sp.,Desconocido,55,10,SI
SAN MIGUEL HUAUTLA,2012,Oaxaca,Magdalena Yodocono de Porfir,Defoliador,Desconocido,sp.,Desconocido,55,10,SI
SAN MIGUEL HUAUTLA,2012,Oaxaca,Magdalena Yodocono de Porfir,Defoliador,Desconocido,sp.,Desconocido,55,10,SI
RANCHERIA TUCHEACHI,2011,Chihuahua,Nonoava,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
RANCHERIA TUCHEACHI,2011,Chihuahua,Nonoava,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Muérdago,Arceuthobium,sp.,Muerdago,1,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Descortezador,Dendroctonus,sp.,Descortezador,3,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Descortezador,Dendroctonus,sp.,Descortezador,3,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Descortezador,Dendroctonus,sp.,Descortezador,3,0,SI
SAN JOSE DE GUACAYVO,2011,Chihuahua,Urique,Descortezador,Dendroctonus,sp.,Descortezador,3,0,SI
AREMOIBO,2014,Chihuahua,Urique,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
AREMOIBO,2014,Chihuahua,Urique,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
AREMOIBO,2014,Chihuahua,Urique,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
AREMOIBO,2014,Chihuahua,Urique,Muerdago,Phoradendron,sp.,Muerdago,2,0,SI
EL GAVILAN,2012,Chihuahua,Guazapares,Muérdago,Phoradendron,sp.,Muerdago,2,0,SI
EL GAVILAN,2012,Chihuahua,Guazapares,Muérdago,Phoradendron,sp.,Muerdago,2,0,SI
EL GAVILAN,2012,Chihuahua,Guazapares,Muérdago,Phoradendron,sp.,Muerdago,2,0,SI
EL GAVILAN,2012,Chihuahua,Guazapares,Muérdago,Phoradendron,sp.,Muerdago,2,0,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muerdago,30,0,SI
COHECHI,2010,Chihuahua,Guachochi,Muérdago,Arceuthobium,vaginatum,Muerdago,50,0,SI
COHECHI,2010,Chihuahua,Guachochi,Muérdago,Arceuthobium,vaginatum,Muerdago,50,0,SI
COHECHI,2010,Chihuahua,Guachochi,Muérdago,Arceuthobium,vaginatum,Muerdago,50,0,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,35,10,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,35,10,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,35,10,SI
COHECHI,2011,Chihuahua,Guachochi,Muérdago,Arceuthobium,sp.,Muérdago,35,10,SI
COHECHI,2011,Chihuahua,Guachochi,Defoliador,Desconocido,sp.,Defoliador,25,10,NO
COHECHI,2011,Chihuahua,Guachochi,Defoliador,Desconocido,sp.,Defoliador,25,10,NO
COHECHI,2011,Chihuahua,Guachochi,Defoliador,Desconocido,sp.,Defoliador,25,10,NO
COHECHI,2011,Chihuahua,Guachochi,Defoliador,Desconocido,sp.,Defoliador,25,10,NO
NONOAVA,2013,Chihuahua,Balleza,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
NONOAVA,2013,Chihuahua,Balleza,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
NONOAVA,2013,Chihuahua,Balleza,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
NONOAVA,2013,Chihuahua,Balleza,Muerdago,Desconocido,sp.,Muerdago,10,0,SI
SALINILLAS,2013,Coahuila de Zaragoza,Progreso,Muerdago,Phoradendron,sp.,muerdago,20,0,SI
SALINILLAS,2013,Coahuila de Zaragoza,Progreso,Muerdago,Phoradendron,sp.,muerdago,20,0,SI
SALINILLAS,2013,Coahuila de Zaragoza,Progreso,Muerdago,Phoradendron,sp.,muerdago,20,0,SI
SALINILLAS,2013,Coahuila de Zaragoza,Progreso,Muerdago,Phoradendron,sp.,muerdago,20,0,SI
